REGION,CATEGORY,TECHNOLOGY,AMOUNT (2020 USD MILLION),YEAR
Africa,Renewables,Solar energy,0.02,2018
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Multiple renewables,0.05,2016
Africa,Renewables,Multiple renewables,1.08,2010
Africa,Renewables,Multiple renewables,0.01,2015
Africa,Renewables,Multiple renewables,2.29,2013
Africa,Renewables,Multiple renewables,0.01,2019
Africa,Renewables,Solar energy,26.9,2019
Africa,Non-renewables,Nuclear,0.01,2017
Africa,Renewables,Multiple renewables,0.05,2004
Africa,Renewables,Solar energy,4.48,2007
Africa,Renewables,Multiple renewables,5.72,2007
Africa,Non-renewables,Nuclear,0.23,2007
Africa,Non-renewables,Nuclear,0.43,2004
Africa,Non-renewables,Nuclear,0.69,2004
Africa,Non-renewables,Nuclear,0.6,2013
Africa,Non-renewables,Nuclear,0.01,2017
Africa,Renewables,Solar energy,0.03,2014
Africa,Renewables,Solar energy,0.23,2014
Africa,Renewables,Solar energy,0.23,2017
Africa,Renewables,Solar energy,0.02,2017
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Multiple renewables,0.11,2017
Africa,Renewables,Multiple renewables,0.11,2019
Africa,Renewables,Multiple renewables,0.11,2017
Africa,Renewables,Solar energy,0.11,2004
Africa,Renewables,Solar energy,0.11,2004
Africa,Renewables,Solar energy,0.11,2005
Africa,Renewables,Solar energy,0.11,2012
Africa,Renewables,Solar energy,0.11,2015
Africa,Renewables,Solar energy,244.93,2015
Africa,Renewables,Solar energy,203.24,2016
Africa,Renewables,Solar energy,20.85,2017
Africa,Renewables,Solar energy,0.2,2017
Africa,Non-renewables,Fossil fuels n.e.s.,0.05,2019
Africa,Non-renewables,Fossil fuels n.e.s.,0.05,2011
Africa,Renewables,Solar energy,0.92,2012
Africa,Renewables,Multiple renewables,0.54,2012
Africa,Renewables,Multiple renewables,0.95,2009
Africa,Renewables,Solar energy,0.12,2011
Africa,Non-renewables,Fossil fuels n.e.s.,0.73,2009
Africa,Non-renewables,Fossil fuels n.e.s.,0.46,2017
Africa,Renewables,Solar energy,0.86,2015
Africa,Renewables,Solar energy,1.1,2012
Africa,Renewables,Solar energy,0.24,2012
Africa,Renewables,Wind energy,0.98,2006
Africa,Renewables,Solar energy,0.75,2013
Africa,Renewables,Solar energy,0.9,2008
Africa,Renewables,Multiple renewables,0,2013
Africa,Renewables,Multiple renewables,0.54,2017
Africa,Renewables,Multiple renewables,11.38,2010
Africa,Renewables,Solar energy,0.02,2014
Africa,Renewables,Solar energy,0.13,2019
Africa,Renewables,Multiple renewables,0.05,2015
Africa,Renewables,Multiple renewables,0.05,2018
Africa,Non-renewables,Nuclear,0.31,2019
Africa,Non-renewables,Nuclear,0.31,2014
Africa,Non-renewables,Nuclear,0.42,2015
Africa,Non-renewables,Fossil fuels n.e.s.,0.75,2016
Africa,Non-renewables,Fossil fuels n.e.s.,9.25,2020
Africa,Renewables,Multiple renewables,3.46,2015
Africa,Renewables,Solar energy,0.02,2017
Africa,Renewables,Solar energy,0.03,2014
Africa,Renewables,Solar energy,0.04,2014
Africa,Renewables,Solar energy,5.68,2019
Africa,Renewables,Multiple renewables,0.01,2012
Africa,Non-renewables,Fossil fuels n.e.s.,0.1,2019
Africa,Renewables,Multiple renewables,0.1,2019
Africa,Non-renewables,Fossil fuels n.e.s.,4.06,2010
Africa,Renewables,Multiple renewables,4.06,2013
Africa,Renewables,Multiple renewables,22.52,2010
Africa,Renewables,Multiple renewables,17.14,2010
Africa,Non-renewables,Fossil fuels n.e.s.,22.34,2014
Africa,Non-renewables,Fossil fuels n.e.s.,6.98,2020
Africa,Non-renewables,Fossil fuels n.e.s.,11.53,2020
Africa,Renewables,Multiple renewables,25.61,2012
Africa,Non-renewables,Fossil fuels n.e.s.,7.57,2013
Africa,Non-renewables,Fossil fuels n.e.s.,1.96,2015
Africa,Renewables,Solar energy,0,2015
Africa,Renewables,Solar energy,5.77,2015
Africa,Non-renewables,Nuclear,1.37,2016
Africa,Renewables,Multiple renewables,0.1,2010
Africa,Renewables,Multiple renewables,0.12,2010
Africa,Renewables,Multiple renewables,0.1,2013
Africa,Renewables,Multiple renewables,0.01,2015
Africa,Renewables,Multiple renewables,0.02,2012
Africa,Renewables,Multiple renewables,0.02,2010
Africa,Renewables,Multiple renewables,0,2011
Africa,Renewables,Solar energy,0.15,2012
Africa,Renewables,Multiple renewables,2.45,2014
Africa,Renewables,Multiple renewables,0.46,2016
Africa,Renewables,Multiple renewables,0,2013
Africa,Renewables,Multiple renewables,0.04,2015
Africa,Renewables,Multiple renewables,0,2008
Africa,Renewables,Solar energy,0.02,2008
Africa,Renewables,Solar energy,0.03,2008
Africa,Renewables,Multiple renewables,0.03,2014
Africa,Renewables,Multiple renewables,0.02,2009
Africa,Renewables,Multiple renewables,0.06,2009
Africa,Renewables,Solar energy,0.36,2009
Africa,Non-renewables,Fossil fuels n.e.s.,7.08,2010
Africa,Non-renewables,Fossil fuels n.e.s.,8.6,2010
Africa,Non-renewables,Fossil fuels n.e.s.,11.39,2010
Africa,Renewables,Solar energy,140.71,2015
Africa,Renewables,Solar energy,0.06,2015
Africa,Renewables,Multiple renewables,0.05,2016
Africa,Renewables,Multiple renewables,0,2016
Africa,Renewables,Multiple renewables,0.03,2017
Africa,Renewables,Multiple renewables,0.01,2019
Africa,Renewables,Multiple renewables,0.04,2019
Africa,Renewables,Multiple renewables,0.39,2010
Africa,Non-renewables,Fossil fuels n.e.s.,0.56,2005
Africa,Renewables,Solar energy,1.02,2014
Africa,Renewables,Multiple renewables,0.47,2001
Africa,Renewables,Multiple renewables,0.27,2016
Africa,Renewables,Multiple renewables,4.91,2015
Africa,Non-renewables,Fossil fuels n.e.s.,2.65,2010
Africa,Renewables,Multiple renewables,2.49,2017
Africa,Non-renewables,Fossil fuels n.e.s.,5.88,2008
Africa,Renewables,Multiple renewables,5.53,2012
Africa,Renewables,Solar energy,3.25,2004
Africa,Renewables,Solar energy,3.25,2017
Africa,Renewables,Solar energy,0.02,2018
Africa,Renewables,Solar energy,0.03,2001
Africa,Renewables,Multiple renewables,0.18,2001
Africa,Renewables,Multiple renewables,0.1,2006
Africa,Renewables,Multiple renewables,0.18,2010
Africa,Renewables,Solar energy,0.05,2012
Africa,Renewables,Multiple renewables,0.01,2017
Africa,Renewables,Solar energy,0.12,2016
Africa,Renewables,Multiple renewables,0.04,2018
Africa,Renewables,Solar energy,3.23,2019
Africa,Renewables,Solar energy,0.12,2013
Africa,Renewables,Multiple renewables,0.2,2018
Africa,Renewables,Solar energy,4.51,2019
Africa,Non-renewables,Fossil fuels n.e.s.,0.52,2002
Africa,Renewables,Multiple renewables,0.01,2018
Africa,Non-renewables,Fossil fuels n.e.s.,4.56,2017
Africa,Renewables,Multiple renewables,4.56,2017
Africa,Renewables,Multiple renewables,0.23,2003
Africa,Non-renewables,Fossil fuels n.e.s.,3.86,2018
Africa,Non-renewables,Fossil fuels n.e.s.,9.08,2015
Africa,Non-renewables,Fossil fuels n.e.s.,1.48,2019
Africa,Renewables,Multiple renewables,0.32,2008
Africa,Renewables,Multiple renewables,0.02,2010
Africa,Renewables,Multiple renewables,1.66,2010
Africa,Renewables,Multiple renewables,0.09,2011
Africa,Renewables,Multiple renewables,0.02,2012
Africa,Renewables,Multiple renewables,1.91,2014
Africa,Renewables,Multiple renewables,6.79,2016
Africa,Renewables,Multiple renewables,0.02,2012
Africa,Renewables,Multiple renewables,5.29,2015
Africa,Renewables,Multiple renewables,3.6,2010
Africa,Renewables,Multiple renewables,2.13,2018
Africa,Renewables,Multiple renewables,2.52,2011
Africa,Renewables,Multiple renewables,0.01,2010
Africa,Renewables,Multiple renewables,2.81,2009
Africa,Renewables,Solar energy,139.12,2019
Africa,Renewables,Multiple renewables,0.02,2014
Africa,Non-renewables,Fossil fuels n.e.s.,0.02,2018
Africa,Renewables,Solar energy,0,2014
Africa,Renewables,Solar energy,0.02,2016
Africa,Renewables,Multiple renewables,0,2018
Africa,Renewables,Solar energy,0.02,2016
Africa,Renewables,Multiple renewables,0,2015
Africa,Renewables,Solar energy,0.08,2014
Africa,Renewables,Multiple renewables,0,2020
Africa,Renewables,Multiple renewables,0.01,2012
Africa,Renewables,Multiple renewables,0.11,2012
Africa,Renewables,Multiple renewables,0.63,2009
Africa,Renewables,Multiple renewables,0.03,2018
Africa,Renewables,Multiple renewables,1.66,2014
Africa,Renewables,Multiple renewables,0.13,2015
Africa,Renewables,Multiple renewables,0.01,2018
Africa,Renewables,Multiple renewables,0.35,2020
Africa,Renewables,Multiple renewables,0.01,2019
Africa,Renewables,Multiple renewables,0.01,2013
Africa,Renewables,Solar energy,0.33,2018
Africa,Renewables,Multiple renewables,0.01,2016
Africa,Renewables,Solar energy,5.84,2012
Africa,Non-renewables,Fossil fuels n.e.s.,34.87,2012
Africa,Renewables,Multiple renewables,0.01,2014
Africa,Renewables,Solar energy,0.46,2011
Africa,Renewables,Multiple renewables,17.92,2012
Africa,Renewables,Multiple renewables,9.3,2012
Africa,Renewables,Wind energy,26.12,2015
Africa,Non-renewables,Nuclear,0.02,2018
Africa,Non-renewables,Nuclear,0.01,2017
Africa,Renewables,Multiple renewables,17.51,2009
Africa,Renewables,Solar energy,3.75,2009
Africa,Renewables,Multiple renewables,5.97,2009
Africa,Renewables,Multiple renewables,0.01,2008
Africa,Renewables,Multiple renewables,76.96,2008
Africa,Renewables,Multiple renewables,38.9,2006
Africa,Renewables,Multiple renewables,0.33,2006
Africa,Renewables,Multiple renewables,0.9,2008
Africa,Renewables,Multiple renewables,1.71,2011
Africa,Renewables,Solar energy,115.74,2012
Africa,Non-renewables,Nuclear,0.09,2017
Africa,Non-renewables,Nuclear,0.3,2017
Africa,Non-renewables,Nuclear,0.07,2018
Africa,Non-renewables,Nuclear,0.64,2018
Africa,Non-renewables,Nuclear,1.88,2018
Africa,Renewables,Multiple renewables,0.11,2020
Africa,Renewables,Multiple renewables,0.03,2018
Africa,Renewables,Multiple renewables,0.06,2014
Africa,Renewables,Multiple renewables,0.1,2011
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Multiple renewables,0.05,2017
Africa,Renewables,Multiple renewables,0.03,2006
Africa,Non-renewables,Fossil fuels n.e.s.,0.02,2018
Africa,Renewables,Multiple renewables,0.05,2016
Africa,Renewables,Multiple renewables,0.17,2020
Africa,Renewables,Solar energy,0.1,2015
Africa,Renewables,Solar energy,0.08,2015
Africa,Renewables,Multiple renewables,0.04,2000
Africa,Renewables,Multiple renewables,0.07,2009
Africa,Renewables,Solar energy,0.01,2018
Africa,Non-renewables,Fossil fuels n.e.s.,145.13,2018
Africa,Renewables,Multiple renewables,0.11,2019
Africa,Renewables,Multiple renewables,0.11,2015
Africa,Renewables,Multiple renewables,0.11,2015
Africa,Renewables,Multiple renewables,0.11,2017
Africa,Renewables,Multiple renewables,0.11,2019
Africa,Renewables,Multiple renewables,0.11,2014
Africa,Renewables,Multiple renewables,0.11,2001
Africa,Renewables,Solar energy,0.18,2001
Africa,Renewables,Solar energy,0.1,2001
Africa,Renewables,Solar energy,0.07,2007
Africa,Renewables,Solar energy,0.11,2013
Africa,Renewables,Multiple renewables,0.11,2014
Africa,Renewables,Solar energy,0.11,2016
Africa,Renewables,Multiple renewables,8.18,2016
Africa,Renewables,Wind energy,8,2011
Africa,Renewables,Wind energy,14.1,2017
Africa,Non-renewables,Fossil fuels n.e.s.,0.07,2016
Africa,Renewables,Wind energy,3.08,2020
Africa,Renewables,Wind energy,0.04,2019
Africa,Renewables,Wind energy,2.81,2016
Africa,Renewables,Wind energy,1.97,2013
Africa,Renewables,Wind energy,0.1,2001
Africa,Renewables,Wind energy,1.87,2019
Africa,Renewables,Wind energy,1.04,2007
Africa,Renewables,Solar energy,1.37,2002
Africa,Renewables,Solar energy,20.85,2020
Africa,Renewables,Solar energy,78.17,2016
Africa,Renewables,Solar energy,85.99,2017
Africa,Renewables,Solar energy,10.42,2012
Africa,Renewables,Solar energy,1.82,2019
Africa,Renewables,Solar energy,0.01,2019
Africa,Renewables,Wind energy,0.41,2020
Africa,Renewables,Solar energy,2.17,2020
Africa,Renewables,Solar energy,14.33,2017
Africa,Renewables,Solar energy,14.33,2019
Africa,Renewables,Solar energy,5.76,2019
Africa,Renewables,Solar energy,10.39,2012
Africa,Renewables,Solar energy,0.01,2013
Africa,Renewables,Multiple renewables,0.04,2014
Africa,Renewables,Multiple renewables,0.08,2015
Africa,Non-renewables,Fossil fuels n.e.s.,1.06,2018
Africa,Renewables,Solar energy,1.06,2012
Africa,Non-renewables,Fossil fuels n.e.s.,0.38,2020
Africa,Renewables,Solar energy,1.05,2020
Africa,Renewables,Multiple renewables,1.29,2000
Africa,Renewables,Solar energy,0.3,2018
Africa,Renewables,Solar energy,1.15,2004
Africa,Renewables,Solar energy,20,2003
Africa,Renewables,Solar energy,0.22,2012
Africa,Renewables,Wind energy,59.67,2020
Africa,Renewables,Wind energy,13.47,2020
Africa,Renewables,Solar energy,25.35,2018
Africa,Renewables,Solar energy,25.35,2016
Africa,Renewables,Wind energy,50.89,2019
Africa,Renewables,Solar energy,19.77,2015
Africa,Renewables,Solar energy,4.5,2010
Africa,Renewables,Multiple renewables,0.01,2013
Africa,Renewables,Multiple renewables,0.07,2013
Africa,Renewables,Multiple renewables,17.91,2014
Africa,Renewables,Multiple renewables,0.01,2009
Africa,Renewables,Multiple renewables,0.01,2018
Africa,Renewables,Solar energy,8.3,2018
Africa,Renewables,Multiple renewables,5.13,2015
Africa,Renewables,Solar energy,0.4,2015
Africa,Renewables,Multiple renewables,67.13,2016
Africa,Renewables,Solar energy,2.69,2013
Africa,Renewables,Multiple renewables,1,2020
Africa,Renewables,Multiple renewables,0.05,2013
Africa,Renewables,Multiple renewables,0.32,2016
Africa,Renewables,Multiple renewables,0.13,2016
Africa,Renewables,Multiple renewables,0.02,2019
Africa,Renewables,Multiple renewables,13.87,2020
Africa,Renewables,Multiple renewables,13.69,2010
Africa,Renewables,Solar energy,6.06,2018
Africa,Renewables,Solar energy,6.06,2019
Africa,Renewables,Solar energy,7.3,2015
Africa,Renewables,Solar energy,0.52,2010
Africa,Renewables,Solar energy,0.52,2012
Africa,Renewables,Multiple renewables,0.02,2014
Africa,Renewables,Multiple renewables,0.02,2013
Africa,Renewables,Wind energy,0.36,2011
Africa,Non-renewables,Nuclear,0.69,2019
Africa,Non-renewables,Fossil fuels n.e.s.,1.83,2016
Africa,Renewables,Solar energy,0.01,2010
Africa,Renewables,Solar energy,0.04,2015
Africa,Renewables,Solar energy,0.05,2020
Africa,Renewables,Multiple renewables,0.01,2019
Africa,Non-renewables,Fossil fuels n.e.s.,0.04,2019
Africa,Renewables,Multiple renewables,2.05,2000
Africa,Renewables,Multiple renewables,0.1,2012
Africa,Renewables,Multiple renewables,0.04,2020
Africa,Renewables,Multiple renewables,0.01,2020
Africa,Renewables,Solar energy,0.23,2000
Africa,Renewables,Solar energy,0.04,2019
Africa,Renewables,Solar energy,0.06,2017
Africa,Renewables,Solar energy,0.06,2019
Africa,Renewables,Solar energy,0.06,2019
Africa,Renewables,Solar energy,0.17,2016
Africa,Renewables,Solar energy,0.6,2018
Africa,Renewables,Solar energy,0.11,2019
Africa,Renewables,Wind energy,251.92,2017
Africa,Renewables,Solar energy,0.02,2009
Africa,Renewables,Solar energy,0.09,2012
Africa,Renewables,Wind energy,14.17,2011
Africa,Renewables,Wind energy,1.58,2020
Africa,Renewables,Wind energy,0.98,2020
Africa,Renewables,Wind energy,0.48,2019
Africa,Renewables,Solar energy,0.01,2020
Africa,Non-renewables,Fossil fuels n.e.s.,20.89,2019
Africa,Renewables,Multiple renewables,2.59,2011
Africa,Non-renewables,Fossil fuels n.e.s.,156.82,2009
Africa,Renewables,Solar energy,76.82,2011
Africa,Renewables,Multiple renewables,33.8,2017
Africa,Renewables,Multiple renewables,2.05,2013
Africa,Renewables,Wind energy,4.25,2018
Africa,Renewables,Solar energy,3.31,2019
Africa,Renewables,Solar energy,3.31,2001
Africa,Renewables,Multiple renewables,0.16,2019
Africa,Renewables,Multiple renewables,0.25,2007
Africa,Renewables,Multiple renewables,0.31,2012
Africa,Renewables,Multiple renewables,0.14,2008
Africa,Renewables,Multiple renewables,0.03,2013
Africa,Renewables,Solar energy,11.38,2010
Africa,Renewables,Wind energy,270.81,2016
Africa,Renewables,Multiple renewables,0.18,2014
Africa,Renewables,Multiple renewables,0.1,2019
Africa,Renewables,Solar energy,1.03,2019
Africa,Renewables,Multiple renewables,5.56,2008
Africa,Renewables,Solar energy,0.01,2010
Africa,Renewables,Wind energy,0.03,2015
Africa,Renewables,Wind energy,0.11,2010
Africa,Renewables,Multiple renewables,7.76,2018
Africa,Renewables,Multiple renewables,0,2017
Africa,Renewables,Multiple renewables,0.01,2015
Africa,Renewables,Multiple renewables,0.01,2007
Africa,Renewables,Multiple renewables,0,2007
Africa,Renewables,Multiple renewables,0,2009
Africa,Renewables,Multiple renewables,0.02,2010
Africa,Renewables,Solar energy,70.8,2010
Africa,Renewables,Multiple renewables,0.01,2011
Africa,Renewables,Multiple renewables,0.01,2010
Africa,Renewables,Multiple renewables,0.01,2015
Africa,Renewables,Multiple renewables,0.01,2014
Africa,Renewables,Multiple renewables,0.09,2014
Africa,Renewables,Multiple renewables,3.27,2009
Africa,Renewables,Multiple renewables,0.09,2012
Africa,Renewables,Solar energy,0.6,2001
Africa,Renewables,Multiple renewables,0.04,2002
Africa,Renewables,Multiple renewables,0,2009
Africa,Renewables,Solar energy,2.81,2013
Africa,Renewables,Solar energy,0.03,2014
Africa,Renewables,Solar energy,0.78,2015
Africa,Renewables,Solar energy,0.06,2010
Africa,Non-renewables,Fossil fuels n.e.s.,19.97,2014
Africa,Renewables,Solar energy,4.29,2017
Africa,Renewables,Solar energy,0,2013
Africa,Renewables,Multiple renewables,0.05,2010
Africa,Renewables,Multiple renewables,0.06,2016
Africa,Renewables,Multiple renewables,0.02,2009
Africa,Renewables,Multiple renewables,0.06,2005
Africa,Renewables,Multiple renewables,0.01,2014
Africa,Renewables,Solar energy,8,2016
Africa,Renewables,Solar energy,4.9,2002
Africa,Renewables,Multiple renewables,0,2002
Africa,Renewables,Multiple renewables,0.13,2005
Africa,Renewables,Multiple renewables,0.01,2007
Africa,Renewables,Multiple renewables,0.02,2005
Africa,Renewables,Solar energy,0.08,2007
Africa,Renewables,Multiple renewables,30.99,2011
Africa,Renewables,Multiple renewables,35.84,2014
Africa,Non-renewables,Nuclear,0,2017
Africa,Non-renewables,Nuclear,0.06,2017
Africa,Renewables,Multiple renewables,0.11,2007
Africa,Renewables,Multiple renewables,0.08,2013
Africa,Renewables,Multiple renewables,0.15,2013
Africa,Renewables,Solar energy,0.11,2014
Africa,Non-renewables,Fossil fuels n.e.s.,0.1,2014
Africa,Non-renewables,Fossil fuels n.e.s.,0.1,2015
Africa,Non-renewables,Fossil fuels n.e.s.,0.07,2015
Africa,Non-renewables,Fossil fuels n.e.s.,60.23,2015
Africa,Renewables,Multiple renewables,0.28,2016
Africa,Renewables,Multiple renewables,0.07,2017
Africa,Renewables,Multiple renewables,2.84,2018
Africa,Renewables,Multiple renewables,23.51,2020
Africa,Renewables,Solar energy,0.01,2019
Africa,Non-renewables,Fossil fuels n.e.s.,0.11,2018
Africa,Renewables,Multiple renewables,0.16,2018
Africa,Non-renewables,Fossil fuels n.e.s.,0.01,2019
Africa,Renewables,Multiple renewables,6.02,2019
Africa,Renewables,Multiple renewables,1.38,2020
Africa,Renewables,Multiple renewables,48.17,2020
Africa,Renewables,Multiple renewables,11.37,2012
Africa,Renewables,Multiple renewables,6.27,2011
Africa,Non-renewables,Fossil fuels n.e.s.,11.25,2012
Africa,Non-renewables,Fossil fuels n.e.s.,4.9,2012
Africa,Non-renewables,Fossil fuels n.e.s.,10.39,2010
Africa,Renewables,Multiple renewables,0.21,2010
Africa,Non-renewables,Fossil fuels n.e.s.,0.21,2013
Africa,Renewables,Multiple renewables,0.08,2013
Africa,Renewables,Multiple renewables,10.58,2012
Africa,Renewables,Multiple renewables,5.56,2018
Africa,Renewables,Solar energy,0.05,2011
Africa,Renewables,Multiple renewables,0,2019
Africa,Renewables,Solar energy,0.01,2019
Africa,Non-renewables,Nuclear,0.01,2018
Africa,Non-renewables,Nuclear,19.87,2019
Africa,Non-renewables,Nuclear,0.04,2020
Africa,Non-renewables,Nuclear,0.17,2014
Africa,Non-renewables,Nuclear,0.35,2008
Africa,Non-renewables,Nuclear,0.01,2008
Africa,Non-renewables,Fossil fuels n.e.s.,0.09,2008
Africa,Non-renewables,Fossil fuels n.e.s.,0.28,2009
Africa,Non-renewables,Nuclear,2.96,2008
Africa,Non-renewables,Nuclear,0.12,2018
Africa,Non-renewables,Nuclear,2.84,2019
Africa,Non-renewables,Nuclear,0,2019
Africa,Non-renewables,Nuclear,1.31,2019
Africa,Non-renewables,Nuclear,8.85,2019
Africa,Renewables,Multiple renewables,0.01,2009
Africa,Renewables,Multiple renewables,0.02,2001
Africa,Renewables,Solar energy,0.01,2005
Africa,Renewables,Multiple renewables,0.02,2010
Africa,Renewables,Solar energy,0,2012
Africa,Renewables,Solar energy,0.03,2013
Africa,Renewables,Multiple renewables,0.06,2016
Africa,Renewables,Multiple renewables,0.02,2016
Africa,Renewables,Solar energy,0.02,2020
Africa,Renewables,Multiple renewables,0.01,2020
Africa,Renewables,Solar energy,0.01,2012
Africa,Renewables,Multiple renewables,14,2009
Africa,Renewables,Solar energy,0,2013
Africa,Renewables,Wind energy,0,2014
Africa,Renewables,Wind energy,0,2015
Africa,Renewables,Multiple renewables,0.01,2016
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Solar energy,0.03,2018
Africa,Renewables,Solar energy,0.06,2020
Africa,Renewables,Solar energy,0.03,2004
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Wind energy,0,2006
Africa,Renewables,Solar energy,0,2019
Africa,Renewables,Multiple renewables,2.74,2011
Africa,Renewables,Multiple renewables,2.66,2010
Africa,Renewables,Multiple renewables,0.01,2005
Africa,Renewables,Multiple renewables,0.01,2007
Africa,Non-renewables,Nuclear,0.01,2017
Africa,Renewables,Multiple renewables,0.12,2010
Africa,Renewables,Multiple renewables,4.06,2012
Africa,Renewables,Multiple renewables,0.24,2017
Africa,Renewables,Multiple renewables,9.89,2017
Africa,Renewables,Multiple renewables,4.69,2020
Africa,Renewables,Multiple renewables,16.28,2004
Africa,Renewables,Multiple renewables,1.68,2018
Africa,Non-renewables,Nuclear,0,2015
Africa,Renewables,Solar energy,0.04,2016
Africa,Renewables,Multiple renewables,0.01,2017
Africa,Renewables,Solar energy,9.42,2015
Africa,Renewables,Solar energy,0.19,2016
Africa,Renewables,Multiple renewables,2.68,2017
Africa,Renewables,Multiple renewables,0.08,2015
Africa,Renewables,Solar energy,0.84,2015
Africa,Renewables,Solar energy,0.64,2001
Africa,Renewables,Multiple renewables,0.45,2006
Africa,Non-renewables,Fossil fuels n.e.s.,10.02,2005
Africa,Non-renewables,Nuclear,0,2007
Africa,Renewables,Solar energy,0,2011
Africa,Renewables,Multiple renewables,12.18,2012
Africa,Renewables,Multiple renewables,7.05,2017
Africa,Renewables,Multiple renewables,8.32,2017
Africa,Non-renewables,Fossil fuels n.e.s.,3.66,2017
Africa,Renewables,Multiple renewables,7.15,2017
Africa,Renewables,Multiple renewables,0.01,2017
Africa,Renewables,Multiple renewables,0.02,2017
Africa,Renewables,Multiple renewables,0.01,2012
Africa,Renewables,Multiple renewables,0.01,2012
Africa,Renewables,Multiple renewables,0.28,2019
Africa,Renewables,Multiple renewables,0.51,2003
Africa,Renewables,Multiple renewables,0.06,2002
Africa,Renewables,Multiple renewables,0.06,2007
Africa,Renewables,Multiple renewables,0.05,2013
Africa,Renewables,Multiple renewables,0.06,2010
Africa,Renewables,Multiple renewables,0.84,2016
Africa,Renewables,Multiple renewables,0.22,2016
Africa,Renewables,Solar energy,0.22,2016
Africa,Renewables,Multiple renewables,0.01,2017
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Multiple renewables,0.04,2010
Africa,Renewables,Multiple renewables,0.01,2011
Africa,Renewables,Multiple renewables,0.03,2020
Africa,Renewables,Multiple renewables,0.1,2014
Africa,Renewables,Solar energy,0.02,2017
Africa,Renewables,Multiple renewables,0.5,2017
Africa,Renewables,Solar energy,0.29,2001
Africa,Non-renewables,Nuclear,0.11,2001
Africa,Renewables,Solar energy,0.01,2003
Africa,Renewables,Multiple renewables,0.01,2003
Africa,Renewables,Multiple renewables,0.03,2007
Africa,Renewables,Multiple renewables,0.05,2012
Africa,Renewables,Multiple renewables,0.11,2012
Africa,Renewables,Solar energy,0.1,2003
Africa,Renewables,Multiple renewables,0.16,2005
Africa,Renewables,Multiple renewables,0.15,2008
Africa,Renewables,Solar energy,0.01,2009
Africa,Renewables,Multiple renewables,8.92,2011
Africa,Renewables,Multiple renewables,1.27,2005
Africa,Renewables,Multiple renewables,0.04,2008
Africa,Non-renewables,Fossil fuels n.e.s.,0.03,2008
Africa,Non-renewables,Fossil fuels n.e.s.,0.03,2006
Africa,Renewables,Solar energy,8.2,2006
Africa,Renewables,Solar energy,13.57,2010
Africa,Renewables,Multiple renewables,0.06,2010
Africa,Renewables,Multiple renewables,0.05,2010
Africa,Renewables,Multiple renewables,0.08,2013
Africa,Renewables,Multiple renewables,0.01,2010
Africa,Renewables,Multiple renewables,0.01,2010
Africa,Renewables,Multiple renewables,0,2011
Africa,Renewables,Multiple renewables,0.11,2011
Africa,Renewables,Multiple renewables,0.14,2012
Africa,Renewables,Solar energy,28.4,2013
Africa,Renewables,Solar energy,1.7,2013
Africa,Renewables,Solar energy,21.6,2013
Africa,Renewables,Solar energy,1.58,2013
Africa,Renewables,Multiple renewables,0.25,2014
Africa,Renewables,Multiple renewables,0.04,2014
Africa,Renewables,Solar energy,0.11,2015
Africa,Renewables,Multiple renewables,0.19,2015
Africa,Renewables,Multiple renewables,0.46,2015
Africa,Renewables,Multiple renewables,0.14,2019
Africa,Renewables,Multiple renewables,0.06,2018
Africa,Renewables,Multiple renewables,0.03,2018
Africa,Renewables,Multiple renewables,0.05,2018
Africa,Renewables,Multiple renewables,1.01,2019
Africa,Renewables,Multiple renewables,0.02,2010
Africa,Renewables,Multiple renewables,0.04,2014
Africa,Renewables,Multiple renewables,0.26,2011
Africa,Renewables,Multiple renewables,0.19,2010
Africa,Renewables,Multiple renewables,0.19,2017
Africa,Renewables,Solar energy,6.15,2010
Africa,Renewables,Multiple renewables,0.49,2017
Africa,Renewables,Multiple renewables,0.26,2017
Africa,Renewables,Multiple renewables,0.88,2015
Africa,Renewables,Multiple renewables,0.96,2015
Africa,Non-renewables,Coal and peat,0,2015
Africa,Renewables,Solar energy,0.12,2010
Africa,Renewables,Multiple renewables,0.07,2010
Africa,Non-renewables,Fossil fuels n.e.s.,2.81,2016
Africa,Non-renewables,Fossil fuels n.e.s.,3.72,2016
Africa,Renewables,Multiple renewables,3.72,2016
Africa,Non-renewables,Fossil fuels n.e.s.,1.27,2011
Africa,Renewables,Multiple renewables,1.27,2011
Africa,Non-renewables,Fossil fuels n.e.s.,2.86,2013
Africa,Non-renewables,Fossil fuels n.e.s.,2.39,2016
Africa,Renewables,Solar energy,12.96,2011
Africa,Renewables,Solar energy,0.54,2001
Africa,Renewables,Wind energy,3,2000
Africa,Renewables,Solar energy,3,2012
Africa,Renewables,Multiple renewables,0.01,2010
Africa,Renewables,Multiple renewables,0.01,2011
Africa,Renewables,Solar energy,0.15,2011
Africa,Renewables,Solar energy,0.04,2012
Africa,Renewables,Solar energy,0.06,2013
Africa,Renewables,Solar energy,0.13,2014
Africa,Renewables,Multiple renewables,0.08,2014
